"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17";"classe 18"
"*notice_1852440003";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*duree_00235300";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;3,769;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;35,763
"*audiencehomme_31";-0,206;5,862;-0,194;-0,239;-0,175;-1,778;-2,305;-0,632;0;-1,351;-0,018;3,048;-2,455;60,215;0,347;-2,849;-2,157;-1,183
"*audience_91";-0,254;-0,215;0,883;-0,263;-0,246;2,275;-0,352;-0,352;1,622;17,182;-0,185;-0,294;-0,375;-0,362;-0,22;-0,436;-0,33;-0,181
"*notice_1247286012";-0,152;6,515;-0,275;-0,158;-0,147;4,904;3,516;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"*audiencefemme_27";-0,203;-0,172;-0,367;-0,21;-0,196;-0,217;-0,282;30,657;2,411;-0,165;-0,148;-0,235;-0,3;-0,289;-0,175;-0,348;-0,264;-0,145
"*duree_01195900";-0,203;-0,172;-0,367;3,399;18,548;-0,217;-0,282;-0,282;-0,267;-0,165;-0,148;-0,235;2,018;-0,289;-0,175;-0,348;-0,264;-0,145
"*notice_1247286011";-0,152;-0,129;-0,275;-0,158;-0,147;4,904;3,516;-0,211;3,769;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"*audiencefemme_22";5,204;-1,272;-0,085;0,23;-0,099;-0,174;-2,084;-2,084;-0,397;-1,221;-1,095;-0,247;-0,564;111,171;-1,298;-2,575;-1,95;-1,07
"*notice_671503021";-0,101;-0,086;-0,183;-0,105;-0,098;-0,109;6,165;6,165;-0,133;-0,082;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;-0,072
"*duree_00373000";0,402;0,761;-2,523;0,343;-1,35;-1,494;-1,937;-1,937;-0,304;-1,135;0,002;4,546;-2,063;104,978;-1,206;-2,394;-1,813;-0,994
"*audience_83";-0,051;-0,043;-0,092;-0,052;-0,049;-0,054;-0,07;-0,07;-0,067;-0,041;-0,037;17,085;-0,075;-0,072;-0,044;-0,087;-0,066;-0,036
"*audiencefemme_28";-0,122;7,059;-0,94;-0,147;-0,099;-1,608;-2,084;-2,084;-0,397;-1,221;-0,001;3,873;-2,219;68,768;0,542;-2,575;-1,95;-1,07
"*audiencefemme_29";-0,101;-0,086;-0,183;-0,105;9,259;-0,109;-0,141;-0,141;-0,133;-0,082;-0,074;-0,117;5,734;-0,144;-0,088;-0,174;-0,132;-0,072
"*duree_00202200";-0,101;-0,086;-0,183;-0,105;-0,098;-0,109;-0,141;28,527;-0,133;-0,082;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;-0,072
"*duree_00473700";-0,203;-0,172;1,444;-0,21;-0,196;-0,217;-0,282;2,225;13,121;-0,165;-0,148;-0,235;-0,3;-0,289;-0,175;-0,348;-0,264;-0,145
"*notice_5902399001";-0,305;2,411;-0,551;25,82;-0,295;-0,327;-0,423;-0,423;-0,402;-0,248;3,02;-0,353;0,878;-0,434;-0,264;-0,523;-0,396;-0,217
"*notice_532936068";-0,101;-0,086;-0,183;-0,105;-0,098;-0,109;-0,141;28,527;-0,133;-0,082;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;-0,072
"*duree_00430600";-0,408;22,771;0,178;-0,422;7,488;-0,436;-0,565;-0,565;-0,536;-0,331;-0,297;5,836;-0,602;-0,58;-0,352;-0,699;-0,529;-0,29
"*duree_00290100";-0,152;-0,129;-0,275;5,108;-0,147;-0,163;-0,211;3,516;3,769;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"*notice_5367293001";-0,203;-0,172;-0,367;-0,21;-0,196;-0,217;-0,282;30,657;2,411;-0,165;-0,148;-0,235;-0,3;-0,289;-0,175;-0,348;-0,264;-0,145
"*duree_00460200";-0,101;-0,086;-0,183;-0,105;-0,098;-0,109;6,165;-0,141;-0,133;-0,082;-0,074;-0,117;5,734;-0,144;-0,088;-0,174;-0,132;-0,072
"*notice_1280121012";-0,101;-0,086;-0,183;-0,105;-0,098;-0,109;6,165;-0,141;-0,133;11,188;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;-0,072
"*duree_00212100";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*duree_00095800";-0,203;-0,172;-0,367;-0,21;-0,196;-0,217;-0,282;-0,282;-0,267;-0,165;-0,148;-0,235;-0,3;-0,289;-0,175;46,245;-0,264;-0,145
"*annéededatediffusion_2023";2,556;-1,336;0,465;-2,571;-3,405;60,834;3,137;-2,59;-1,258;2,284;-6,95;-0,155;-5,941;129,06;-8,24;-16,35;-12,382;-6,79
"*notice_1230963016";16,282;-0,033;-0,94;-1,556;-1,452;-1,608;-2,084;-0,469;0,022;-1,221;-1,095;3,873;-2,219;81,776;-1,298;-2,575;-1,95;-1,07
"*duree_01390400";-0,269;-0,121;-3,195;-1,831;-0,233;-1,893;-2,453;0,292;-2,327;-1,438;-0,039;0,008;239,237;-2,517;-1,528;-3,032;-2,296;-1,259
"*genregroupe_Feuilleton";-0,011;-1,004;0,003;-1,228;-1,146;-1,269;1,606;52,076;1,849;5,1;-0,864;-1,372;-0,246;-1,687;-1,024;-2,033;-1,539;-0,844
"*chaine_M6";-0,447;-0,244;-0,025;-0,496;-1,969;-2,18;-1,049;38,465;1,106;1,482;10,065;1,717;0,677;-2,899;-1,76;-3,492;-2,644;-1,45
"*notice_4640364001";-0,101;-0,086;-0,183;8,579;-0,098;-0,109;-0,141;-0,141;-0,133;-0,082;-0,074;-0,117;5,734;-0,144;-0,088;-0,174;-0,132;-0,072
"*notice_523304001";22,187;-0,302;0,32;1,288;-0,344;-0,381;-0,494;-0,494;-0,469;1,98;2,361;-0,412;-0,526;-0,507;-0,308;-0,611;-0,463;-0,254
"*duree_00212300";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*partdemarche_335";-0,101;-0,086;4,52;-0,105;-0,098;-0,109;-0,141;-0,141;6,55;-0,082;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;-0,072
"*duree_00532800";-0,101;-0,086;-0,183;-0,105;-0,098;8,271;6,165;-0,141;-0,133;-0,082;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;-0,072
"*duree_00524000";-0,203;-0,172;1,444;-0,21;-0,196;-0,217;-0,282;12,35;2,411;-0,165;-0,148;-0,235;-0,3;-0,289;-0,175;-0,348;-0,264;-0,145
"*notice_535713001";8,908;-0,086;-0,183;-0,105;-0,098;-0,109;-0,141;6,165;-0,133;-0,082;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;-0,072
"*duree_01363600";1,843;2,411;0,539;-0,316;-0,295;-0,327;1,004;-0,423;-0,402;-0,248;3,02;-0,353;0,878;-0,434;-0,264;-0,523;-0,396;-0,217
"*duree_00051800";-0,101;-0,086;-0,183;-0,105;-0,098;-0,109;-0,141;-0,141;-0,133;-0,082;-0,074;34,197;-0,15;-0,144;-0,088;-0,174;-0,132;-0,072
"*audiencefemme_16";-0,303;-1,543;24,909;6,587;-1,761;-0,384;-0,042;-0,806;-0,017;-0,114;6,501;0,002;2,987;-2,593;-1,574;-3,123;-2,365;-1,297
"*notice_1056992067";-0,203;-0,172;-0,367;-0,21;-0,196;-0,217;-0,282;-0,282;-0,267;-0,165;-0,148;-0,235;-0,3;-0,289;-0,175;46,245;-0,264;-0,145
"*notice_1163341011";-0,203;-0,172;1,444;-0,21;-0,196;-0,217;-0,282;2,225;13,121;-0,165;-0,148;-0,235;-0,3;-0,289;-0,175;-0,348;-0,264;-0,145
"*duree_01121500";-0,203;-0,172;1,444;-0,21;-0,196;-0,217;-0,282;-0,282;2,411;-0,165;-0,148;15,178;-0,3;-0,289;-0,175;-0,348;-0,264;-0,145
"*duree_00532200";-0,511;-0,432;0,034;-0,528;-0,493;4,567;18,384;-0,708;-0,671;18,014;-0,372;-0,59;-0,754;-0,726;-0,441;-0,875;-0,662;-0,363
"*chaine_RMCStory";-8,622;-5,121;5,44;-4,783;-8,326;182,477;208,988;-4,21;-0,017;45,253;-6,277;-9,969;-12,724;-12,259;-7,442;-14,766;-11,183;-6,133
"*duree_00472500";-0,101;-0,086;-0,183;-0,105;-0,098;36,982;-0,141;-0,141;-0,133;-0,082;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;-0,072
"*duree_02222300";-0,254;-0,215;0,883;-0,263;-0,246;2,275;-0,352;-0,352;1,622;17,182;-0,185;-0,294;-0,375;-0,362;-0,22;-0,436;-0,33;-0,181
"*audience_122";-0,152;6,515;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;3,769;6,838;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"*duree_00115900";-0,101;-0,086;-0,183;-0,105;-0,098;-0,109;-0,141;6,165;-0,133;-0,082;-0,074;7,577;-0,15;-0,144;-0,088;-0,174;-0,132;-0,072
"*audience_127";0,441;-0,476;1,389;-0,582;-0,543;-0,601;-0,779;41,674;-0,739;5,918;-0,409;-0,65;-0,83;-0,799;-0,485;-0,963;-0,729;-0,4
"*notice_6283387001";-0,459;1,127;-0,829;-0,475;-0,443;-0,491;-0,637;-0,637;-0,604;-0,373;-0,334;13,401;33,077;-0,653;-0,396;-0,787;-0,596;-0,327
"*notice_1299518013";-0,101;-0,086;-0,183;-0,105;-0,098;36,982;-0,141;-0,141;-0,133;-0,082;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;-0,072
"*notice_1404080003";-0,101;-0,086;-0,183;-0,105;-0,098;-0,109;-0,141;-0,141;6,55;-0,082;-0,074;7,577;-0,15;-0,144;-0,088;-0,174;-0,132;-0,072
"*partdemarche_67";159,34;-0,432;-0,922;-0,528;-0,493;-0,546;-0,708;-0,708;-0,671;0,971;-0,372;-0,59;-0,754;-0,726;-0,441;-0,875;-0,662;-0,363
"*partdemarche_65";-0,176;6,233;-1,099;-0,207;-0,148;-0,238;-2,232;-2,232;0,002;-1,308;-0,01;3,302;-2,376;62,878;0,405;-2,757;-2,088;-1,145
"*notice_1068361012";-0,101;-0,086;-0,183;-0,105;-0,098;8,271;-0,141;-0,141;-0,133;11,188;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;-0,072
"*duree_00065200";-0,101;-0,086;-0,183;-0,105;-0,098;-0,109;-0,141;6,165;-0,133;-0,082;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;6,652;-0,072
"*genregroupe_Série";-1,271;0,174;-0,814;0,005;-2,974;-1,454;0,011;87,14;12,554;1,388;-0,002;-0,506;0;-4,379;-2,658;-5,274;-3,994;-2,191
"*duree_00064600";-0,357;-0,302;-0,644;-0,369;-0,344;-0,381;-0,494;-0,494;-0,469;-0,29;-0,26;-0,412;-0,526;-0,507;-0,308;-0,611;107,118;-0,254
"*notice_671330001";-0,357;-0,302;-0,644;1,288;23,092;1,208;-0,494;-0,494;-0,469;-0,29;-0,26;-0,412;5,081;-0,507;-0,308;-0,611;-0,463;-0,254
"*duree_00235500";-0,101;-0,086;-0,183;-0,105;-0,098;-0,109;-0,141;-0,141;-0,133;-0,082;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;55,588
"*notice_1066356011";-0,101;-0,086;-0,183;-0,105;-0,098;-0,109;28,527;-0,141;-0,133;-0,082;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;-0,072
"*notice_1197239013";-0,051;-0,043;-0,092;-0,052;-0,049;-0,054;-0,07;-0,07;15,025;-0,041;-0,037;-0,059;-0,075;-0,072;-0,044;-0,087;-0,066;-0,036
"*notice_1197239014";-0,051;-0,043;10,943;-0,052;-0,049;-0,054;-0,07;-0,07;-0,067;-0,041;-0,037;-0,059;-0,075;-0,072;-0,044;-0,087;-0,066;-0,036
"*duree_00433600";-0,305;2,411;-0,551;25,82;-0,295;-0,327;-0,423;-0,423;-0,402;-0,248;3,02;-0,353;0,878;-0,434;-0,264;-0,523;-0,396;-0,217
"*notice_1248476011";-0,152;-0,129;32,88;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"*duree_00515400";-0,101;-0,086;-0,183;-0,105;-0,098;36,982;-0,141;-0,141;-0,133;-0,082;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;-0,072
"*duree_01240100";-0,203;-0,172;-0,367;41,573;3,732;-0,217;-0,282;-0,282;-0,267;-0,165;-0,148;-0,235;-0,3;-0,289;-0,175;-0,348;-0,264;-0,145
"*partdemarche_124";-0,769;19,594;28,985;0,091;0,137;-0,822;-1,066;-1,066;-1,011;-0,625;-0,56;0,037;-0,002;-1,093;-0,664;-1,317;-0,998;-0,547
"*partdemarche_127";0,589;-0,432;-0,922;0,537;-0,493;-0,546;-0,708;-0,708;0,243;-0,415;-0,372;4,035;28,852;-0,726;-0,441;-0,875;-0,662;-0,363
"*notice_1066356012";-0,101;-0,086;4,52;-0,105;-0,098;-0,109;6,165;-0,141;-0,133;-0,082;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;-0,072
"*partdemarche_122";13,535;-0,215;-0,459;-0,263;-0,246;-0,272;-0,352;-0,352;-0,334;-0,207;19,432;-0,294;1,319;-0,362;-0,22;-0,436;-0,33;-0,181
"*notice_1102103001";-0,203;-0,172;-0,367;-0,21;-0,196;-0,217;2,225;2,225;13,121;-0,165;-0,148;-0,235;-0,3;-0,289;-0,175;-0,348;-0,264;-0,145
"*duree_00065100";-0,051;-0,043;-0,092;-0,052;-0,049;-0,054;14,252;-0,07;-0,067;-0,041;-0,037;-0,059;-0,075;-0,072;-0,044;-0,087;-0,066;-0,036
"*chaine_RMCDécouverteHD24";-1,398;-1,183;0,268;-1,446;-1,35;57,593;41,795;-0,367;1,116;-1,135;-1,018;-1,616;-2,063;-1,987;-1,206;-2,394;-1,813;-0,994
"*annéededecennie_2020";0,019;-0,736;0,388;-11,615;-16,271;45,182;50,605;-9,071;-2,285;4,584;-14,818;-1,291;-27,236;202,057;-18,489;10,467;-36,232;-19,869
"*duree_00233700";-0,101;-0,086;-0,183;-0,105;-0,098;-0,109;-0,141;-0,141;-0,133;-0,082;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;55,588
"*notice_4804691001";-0,051;-0,043;-0,092;-0,052;-0,049;-0,054;-0,07;-0,07;-0,067;-0,041;-0,037;17,085;-0,075;-0,072;-0,044;-0,087;-0,066;-0,036
"*notice_1073928012";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;73,073;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"*duree_00494600";16,282;-0,033;-0,94;-1,556;-1,452;-1,608;-2,084;-0,469;0,022;-1,221;-1,095;3,873;-2,219;81,776;-1,298;-2,575;-1,95;-1,07
"*duree_00424400";-0,152;-0,129;-0,275;-0,158;-0,147;4,904;3,516;-0,211;-0,2;-0,124;-0,111;4,446;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"*duree_00272000";-0,101;-0,086;-0,183;-0,105;-0,098;-0,109;-0,141;-0,141;-0,133;-0,082;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;55,588
"*duree_01122800";-0,203;-0,172;-0,367;17,186;3,732;-0,217;-0,282;-0,282;-0,267;-0,165;-0,148;-0,235;2,018;-0,289;-0,175;-0,348;-0,264;-0,145
"*notice_4337498001";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;3,516;-0,211;18,75;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"*duree_00235600";-0,101;-0,086;-0,183;-0,105;-0,098;-0,109;-0,141;-0,141;-0,133;-0,082;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;55,588
"*duree_00064500";-0,408;-0,345;-0,736;-0,422;-0,394;-0,436;-0,565;-0,565;-0,536;-0,331;-0,297;-0,472;-0,602;-0,58;-0,352;-0,699;122,518;-0,29
"*partdemarche_239";13,535;-0,215;-0,459;13,009;2,655;-0,272;-0,352;-0,352;-0,334;-0,207;-0,185;-0,294;-0,375;-0,362;-0,22;-0,436;-0,33;-0,181
"*duree_00472600";-0,101;-0,086;4,52;-0,105;-0,098;-0,109;6,165;-0,141;-0,133;-0,082;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;-0,072
"*duree_00513500";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;3,516;-0,211;18,75;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"*partdemarche_233";7,142;8,913;-0,736;17,992;-0,394;-0,436;-0,565;-0,565;-0,536;-0,331;-0,297;-0,472;0,382;-0,58;-0,352;-0,699;-0,529;-0,29
"*notice_3198280001";-0,357;-0,302;-0,644;-0,369;-0,344;-0,381;-0,494;-0,494;-0,469;-0,29;31,688;1,031;14,016;-0,507;-0,308;-0,611;-0,463;-0,254
"*partdemarche_235";-0,254;-0,215;0,883;-0,263;-0,246;2,275;-0,352;-0,352;1,622;17,182;-0,185;-0,294;-0,375;-0,362;-0,22;-0,436;-0,33;-0,181
"*notice_343867018";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*partdemarche_5";-0,408;43,012;-0,736;-0,422;-0,394;-0,436;0,463;-0,565;0,538;-0,331;-0,297;5,836;-0,602;-0,58;-0,352;-0,699;-0,529;-0,29
"*partdemarche_333";-0,254;3,215;-0,459;-0,263;14,096;-0,272;-0,352;-0,352;-0,334;-0,207;-0,185;2,01;1,319;-0,362;-0,22;-0,436;-0,33;-0,181
"*partdemarche_0";-0,101;-0,086;4,52;-0,105;-0,098;-0,109;-0,141;-0,141;6,55;-0,082;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;-0,072
"*partdemarche_1";-1,877;-1,588;3,315;-1,942;-1,813;38,964;10,032;0,19;0,276;0,251;-1,367;-2,171;-2,77;-2,669;-1,62;-3,215;0,301;0,476
"*partdemarche_2";-0,821;-0,695;-1,482;-0,849;-0,793;0,041;-1,138;-1,138;0;-0,667;-0,598;-0,949;-1,212;-1,167;-0,709;6,386;4,435;78,282
"*audiencefemme_55";-0,203;-0,172;1,444;-0,21;-0,196;-0,217;2,225;2,225;-0,267;-0,165;-0,148;2,909;-0,3;-0,289;-0,175;-0,348;-0,264;-0,145
"*genregroupe_Documentaire";-10,292;-4,546;8,211;-2,354;-9,864;210,012;227,107;-4,213;1,526;24,502;-4,935;-8,044;-11,791;-18,035;-10,948;-21,724;-13,998;-9,022
"*duree_00103100";-0,203;-0,172;-0,367;-0,21;-0,196;-0,217;-0,282;-0,282;-0,267;-0,165;-0,148;-0,235;-0,3;-0,289;-0,175;46,245;-0,264;-0,145
"*notice_6156750001";-0,511;6,456;-0,922;0,537;28,305;-0,546;-0,708;-0,708;-0,671;-0,415;-0,372;11,543;-0,754;-0,726;-0,441;-0,875;-0,662;-0,363
"*chaine_6ter";-0,203;-0,172;-0,367;-0,21;-0,196;-0,217;-0,282;12,35;13,121;-0,165;-0,148;-0,235;-0,3;-0,289;-0,175;-0,348;-0,264;-0,145
"*duree_00474200";-0,101;-0,086;-0,183;-0,105;-0,098;-0,109;6,165;-0,141;-0,133;11,188;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;-0,072
"*notice_1536818001";-0,254;3,215;-0,459;-0,263;14,096;-0,272;-0,352;-0,352;-0,334;-0,207;-0,185;2,01;1,319;-0,362;-0,22;-0,436;-0,33;-0,181
"*duree_00270900";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*notice_3882741001";-0,101;46,728;-0,183;-0,105;-0,098;-0,109;-0,141;-0,141;-0,133;-0,082;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;-0,072
"*notice_286087056";-0,152;-0,129;-0,275;5,108;-0,147;-0,163;-0,211;3,516;3,769;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"*duree_00063400";-0,101;-0,086;-0,183;-0,105;-0,098;-0,109;-0,141;-0,141;-0,133;-0,082;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;30,484;-0,072
"*audiencehomme_89";-0,152;6,515;-0,275;-0,158;-0,147;-0,163;-0,211;3,516;-0,2;-0,124;7,771;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"*duree_00520800";-0,101;-0,086;-0,183;-0,105;-0,098;36,982;-0,141;-0,141;-0,133;-0,082;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;-0,072
"*notice_343071028";0,781;-0,389;-0,829;-0,475;0,847;-0,491;-0,637;-0,637;-0,604;-0,373;1,508;13,401;9,743;-0,653;-0,396;-0,787;-0,596;-0,327
"*audience_24";-0,357;-0,302;-0,644;-0,369;-0,344;-0,381;-0,494;71,933;0,777;-0,29;-0,26;-0,412;-0,526;-0,507;-0,308;-0,611;-0,463;-0,254
"*annéededatediffusion_1998";-1,663;-1,407;28,898;1,34;4,534;-1,778;-0,632;-2,305;0;27,778;3,239;-1,923;-0,745;-2,365;-1,436;-2,849;-2,157;-1,183
"*duree_00070800";-0,101;10,702;-0,183;-0,105;-0,098;-0,109;-0,141;6,165;-0,133;-0,082;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;-0,072
"*notice_360727007";-0,101;-0,086;-0,183;-0,105;-0,098;-0,109;-0,141;-0,141;-0,133;-0,082;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;55,588
"*duree_00095700";-0,305;-0,258;-0,551;-0,316;-0,295;-0,327;-0,423;1,004;-0,402;-0,248;-0,222;-0,353;0,878;-0,434;-0,264;28,258;-0,396;-0,217
"*audience_22";5,204;-1,272;-0,085;0,23;-0,099;-0,174;-2,084;-2,084;-0,397;-1,221;-1,095;-0,247;-0,564;111,171;-1,298;-2,575;-1,95;-1,07
"*audiencefemme_128";-0,101;-0,086;4,52;-0,105;-0,098;-0,109;-0,141;-0,141;6,55;-0,082;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;-0,072
"*duree_00210800";-0,051;-0,043;-0,092;-0,052;-0,049;-0,054;-0,07;14,252;-0,067;-0,041;-0,037;-0,059;-0,075;-0,072;-0,044;-0,087;-0,066;-0,036
"*notice_71986102";-0,101;-0,086;4,52;-0,105;-0,098;-0,109;-0,141;-0,141;6,55;-0,082;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;-0,072
"*notice_1162359011";-0,101;-0,086;-0,183;-0,105;-0,098;-0,109;28,527;-0,141;-0,133;-0,082;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;-0,072
"*audience_25";-1,082;0,023;-1,953;8,93;9,936;-0,006;-1,5;-0,113;0,392;-0,879;0,09;3,129;4,823;-1,538;-0,934;-1,853;-1,403;-0,77
"*audiencehomme_61";0,589;-0,432;-0,922;13,334;69,413;-0,546;-0,708;-0,708;-0,671;-0,415;-0,372;-0,59;-0,754;-0,726;-0,441;-0,875;-0,662;-0,363
"*duree_00525100";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;42,824;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"*notice_1245206012";-0,152;-0,129;2,439;-0,158;-0,147;4,904;-0,211;-0,211;-0,2;6,838;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"*notice_32080902";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*audience_2";-0,269;-0,121;-3,195;-1,831;-0,233;-1,893;-2,453;0,292;-2,327;-1,438;-0,039;0,008;239,237;-2,517;-1,528;-3,032;-2,296;-1,259
"*duree_00064000";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;6,838;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;19,024;-0,108
"*audience_0";-1,877;-1,588;9,249;-1,942;-0,296;-2,007;-0,865;-0,061;1,499;-1,525;-1,367;0,556;-0,112;-2,669;-1,62;57,221;-2,435;-1,335
"*audience_26";0,062;9,455;-0,333;-0,343;-0,264;-1,95;-0,806;-2,528;-0,706;-1,481;0,488;2,393;-0,935;53,156;0,208;-3,123;-2,365;-1,297
"*audience_4";-0,203;-0,172;-0,367;-0,21;-0,196;-0,217;12,35;2,225;-0,267;-0,165;-0,148;-0,235;2,018;-0,289;-0,175;-0,348;-0,264;-0,145
"*audience_8";-0,152;6,515;-0,275;-0,158;-0,147;-0,163;-0,211;3,516;-0,2;-0,124;7,771;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"*notice_340463008";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;3,769;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;35,763
"*notice_1192436014";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*notice_1254226017";0,657;1,107;-0,566;-1,282;-0,014;-1,325;-1,718;-0,229;-1,63;0,003;-0,902;-1,433;-0,294;121,444;-1,07;-2,123;-1,608;-0,882
"*notice_1221065017";5,204;-1,272;-0,085;0,23;-0,099;-0,174;-2,084;-2,084;-0,397;-1,221;-1,095;-0,247;-0,564;111,171;-1,298;-2,575;-1,95;-1,07
"*audiencehomme_82";0,072;-0,695;2,27;0,055;0,092;0,041;-1,138;-0,003;4,328;3,119;3,777;-0,949;-0,012;-1,167;-0,709;-1,406;-1,065;-0,584
"*notice_618162042";-0,101;-0,086;-0,183;-0,105;-0,098;-0,109;-0,141;-0,141;-0,133;-0,082;-0,074;-0,117;26,792;-0,144;-0,088;-0,174;-0,132;-0,072
"*duree_00063100";-0,254;-0,215;-0,459;-0,263;-0,246;-0,272;-0,352;-0,352;-0,334;-0,207;-0,185;-0,294;-0,375;-0,362;-0,22;-0,436;76,392;-0,181
"*annéededecennie_1990";0,199;-0,517;8,005;14,533;37,55;-0,815;-8,684;-2,532;2,795;5,729;68,006;-0,55;0,3;-13,478;-8,182;-16,235;-12,295;-6,743
"*duree_00502500";-0,051;-0,043;10,943;-0,052;-0,049;-0,054;-0,07;-0,07;-0,067;-0,041;-0,037;-0,059;-0,075;-0,072;-0,044;-0,087;-0,066;-0,036
"*duree_00062500";-0,101;-0,086;-0,183;-0,105;-0,098;-0,109;-0,141;-0,141;-0,133;-0,082;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;30,484;-0,072
"*notice_1284522012";-0,101;-0,086;-0,183;-0,105;-0,098;36,982;-0,141;-0,141;-0,133;-0,082;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;-0,072
"*notice_1284522013";-0,101;-0,086;-0,183;-0,105;-0,098;-0,109;28,527;-0,141;-0,133;-0,082;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;-0,072
"*chaine_MonteCarloTMC";12,343;2,284;-4,564;-0,603;-2,16;-6,191;-10,877;-6,603;-1,819;-4,251;-2,006;4,476;-7,258;527,009;-2,898;-13,44;-10,179;-5,582
"*duree_01495300";-0,717;0,33;-1,295;8,094;0,196;-0,767;-0,994;0,008;1,563;-0,583;0,53;6,842;1,175;-1,02;-0,619;-1,228;-0,93;-0,51
