"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17";"classe 18"
"artificiel";0,58;0,611;0,458;0,574;0,587;0,2;0,515;0;0,526;0,618;0,637;0,552;0,011;0,51;0,608;0,47;0,529;0,641
"arrêter";0,614;0,643;0,498;0,122;0,62;0,602;0,553;0,224;0,203;0,065;0,667;0,588;0,251;0,548;0,639;0,509;0,566;0,671
"argent";0,58;0,611;0,458;0,574;0,587;0,568;0,515;0,515;0,526;0,618;0,637;0,552;0;0,51;0,608;0,47;0,529;0,641
"apparence";0,58;0,611;0,458;0,574;0,587;0,568;0,515;0;0,29;0,109;0,637;0,552;0,502;0,51;0,608;0,47;0,529;0,641
"apercevoir";0,175;0,611;0,458;0,574;0,162;0,568;0,515;0,316;0;0,618;0,637;0,552;0,502;0,51;0,608;0,47;0,529;0,641
"andré";0,241;0,583;0;0,544;0,557;0,537;0,482;0,408;0,378;0,59;0,61;0,521;0,468;0,476;0,579;0,434;0,496;0,615
"accueillir";0,003;0;0,422;0,544;0,557;0,272;0,482;0,482;0,494;0,59;0,124;0,521;0,468;0,476;0,579;0,434;0,496;0,615
"accepter";0,58;0,611;0,458;0,001;0,587;0,568;0,316;0,515;0,526;0,618;0,637;0,232;0,349;0,329;0,608;0,47;0,529;0,641
"éviter";0,652;0,678;0,545;0,065;0,658;0,641;0,596;0,136;0,121;0,684;0,02;0,628;0,584;0,591;0,675;0,555;0,608;0,704
"élève";0,614;0,073;0,498;0,608;0,103;0,602;0,553;0,553;0,563;0,649;0,667;0,588;0;0,548;0,639;0,509;0,566;0,671
"zerbi";0,58;0,611;0,458;0,574;0,587;0,568;0,515;0,515;0,526;0,618;0,637;0,552;0,502;0,51;0;0,47;0,529;0,641
"zeitoun";0,614;0,643;0,498;0,122;0;0,602;0,553;0,553;0,563;0,649;0,667;0,588;0,54;0,548;0,639;0,509;0,566;0,671
"végan";0,58;0,611;0,458;0,574;0,587;0,568;0,515;0,515;0,526;0,618;0,637;0,552;0,502;0,51;0;0,47;0,529;0,641
"vraiment";0,175;0;0,458;0,574;0,587;0,568;0,515;0,515;0,526;0,618;0,082;0,552;0,011;0,51;0,608;0,47;0,529;0,641
"vieux";0,614;0,643;0,498;0,608;0,62;0,602;0,553;0;0,563;0,649;0,667;0,588;0,54;0,548;0,639;0,509;0,566;0,671
"valérie";0,614;0,073;0,498;0,608;0,62;0,602;0,553;0,553;0,203;0,649;0,047;0,156;0,54;0,235;0,639;0,509;0,566;0,671
"traiter";0,58;0;0,458;0,574;0,587;0,568;0,515;0,008;0,526;0,618;0,637;0,552;0,502;0,329;0,608;0,47;0,529;0,641
"tradition";0,58;0,611;0,458;0,574;0,587;0,2;0;0,515;0,29;0,618;0,637;0,552;0,502;0,51;0,608;0,47;0,529;0,641
"tour";0,112;0,643;0,498;0,608;0,62;0,132;0,224;0,553;0,203;0,649;0,667;0,156;0,54;0,548;0,639;0,509;0,566;0,671
"top";0,58;0,611;0,458;0,574;0,587;0,568;0,515;0,515;0,29;0,109;0,637;0,552;0;0,51;0,608;0,47;0,529;0,641
"thouanel";0,58;0,611;0,458;0,001;0,001;0,568;0,515;0,515;0,526;0,618;0;0,552;0,502;0,51;0,608;0,47;0,529;0,641
"tester";0,614;0;0,498;0,608;0,62;0,602;0,553;0,553;0,203;0,649;0,667;0,156;0,54;0,548;0,639;0,509;0,566;0,671
"tenir";0,652;0,678;0,545;0,065;0,658;0,641;0,596;0,596;0,121;0,684;0,7;0,088;0,584;0,144;0,675;0,555;0,608;0,704
"surprise";0,58;0,611;0,463;0,574;0,587;0,568;0,515;0,316;0,29;0,618;0,637;0,232;0,502;0,329;0,126;0,47;0,529;0,641
"succès";0,001;0;0,463;0,574;0,587;0,568;0,515;0,515;0,526;0,618;0,637;0,232;0,502;0,51;0,608;0,47;0,529;0,641
"stéphane";0,652;0,678;0,545;0,065;0;0,641;0,596;0,596;0,605;0,684;0,7;0,088;0,584;0,591;0,675;0,555;0,608;0,704
"spirou";0,652;0,678;0,545;0,647;0,658;0,641;0,136;0,136;0,605;0,684;0,7;0;0,584;0,591;0,675;0,555;0,608;0,704
"solaire";0,614;0,643;0;0,608;0,62;0,602;0,553;0,553;0,563;0;0,667;0,588;0,54;0,548;0,639;0,509;0,566;0,671
"soeur";0,58;0,611;0,458;0,187;0,587;0,568;0,515;0,515;0,29;0,618;0,637;0;0,349;0,51;0,608;0,47;0,529;0,641
"show";0,614;0,643;0,498;0,122;0,103;0,602;0,553;0,553;0,563;0,649;0,667;0,156;0,004;0,548;0,639;0,509;0,566;0,671
"savant";0,58;0,611;0,463;0,574;0,587;0,568;0,008;0,316;0,006;0,618;0,637;0,552;0,502;0,51;0,608;0,47;0,529;0,641
"satellite";0,614;0,643;0,011;0,608;0,62;0,132;0,553;0,002;0,563;0,649;0,667;0,588;0,54;0,548;0,639;0,509;0,566;0,671
"sang";0,112;0,643;0,347;0,608;0,62;0,602;0,553;0,553;0,563;0,649;0,047;0,588;0,004;0,548;0,639;0,509;0,566;0,671
"saint";0;0,643;0,498;0,122;0,62;0,602;0,553;0,553;0,563;0,649;0,667;0,588;0,54;0,548;0,639;0,509;0,566;0,671
"région";0,696;0,72;0,6;0,024;0,018;0,027;0,646;0,646;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"réel";0,58;0,611;0,458;0,574;0,587;0,568;0,316;0,008;0,29;0,618;0,637;0,003;0,502;0,51;0,608;0,47;0,529;0,641
"réalisateur";0,58;0,12;0,458;0,574;0,587;0,2;0,515;0,515;0,526;0,618;0,637;0;0,502;0,51;0,608;0,47;0,529;0,641
"réagir";0,58;0,611;0,027;0,574;0,587;0,568;0,515;0,316;0,526;0,618;0,637;0,552;0,502;0;0,608;0,47;0,529;0,641
"roi";0,614;0,643;0,498;0,608;0,62;0,602;0,002;0,224;0,203;0,649;0,667;0,156;0,54;0,548;0,639;0,509;0,566;0,671
"responsable";0,696;0,011;0,6;0,691;0,701;0,687;0,646;0,646;0,654;0,725;0;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"remplacer";0,175;0,611;0,463;0,574;0,587;0,568;0,515;0,008;0,29;0,618;0,637;0,552;0,502;0,51;0,608;0,47;0,529;0,077
"remonter";0,652;0,678;0,545;0,647;0,658;0;0,136;0,596;0,121;0,684;0,7;0,628;0,584;0,591;0,675;0,555;0,608;0,704
"recueillir";0,58;0,611;0,458;0,574;0,587;0,568;0,515;0,515;0;0,618;0,082;0,552;0,502;0,51;0,608;0,47;0,529;0,641
"présent";0,58;0,611;0,458;0,574;0,587;0,568;0,008;0,316;0,29;0;0,637;0,552;0,502;0,51;0,608;0,47;0,529;0,641
"projet";0,58;0,611;0,458;0,574;0,587;0,568;0,515;0,515;0;0,618;0,637;0,552;0,502;0,329;0,608;0,47;0,529;0,641
"produire";0,614;0,643;0,498;0,608;0,62;0,602;0;0,553;0,203;0,649;0,667;0,588;0,54;0,235;0,639;0,509;0,566;0,671
"pratiquer";0,696;0,72;0,6;0,024;0,701;0,687;0,646;0,646;0,654;0,725;0;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"populaire";0,112;0,643;0,498;0,608;0,62;0,602;0,553;0,553;0,563;0,649;0,047;0;0,54;0,548;0,639;0,509;0,566;0,671
"pen";0,614;0,643;0,498;0,608;0,62;0,602;0,553;0,553;0,563;0,649;0,667;0,001;0,251;0,003;0,639;0,509;0,566;0,671
"parcours";0,652;0,678;0,545;0,647;0,658;0,641;0,596;0,596;0,605;0,684;0,02;0,628;0,001;0,144;0,675;0,555;0,608;0,704
"ouvrier";0,58;0,611;0,458;0,574;0,587;0,568;0,515;0,515;0,526;0,618;0,637;0,552;0,502;0,51;0;0,47;0,529;0,641
"nde";0,58;0,611;0,463;0,574;0,587;0,568;0,515;0,515;0,29;0,618;0;0,552;0,502;0,51;0,608;0,47;0,529;0,641
"médium";0,58;0,611;0,463;0,187;0,587;0,568;0,515;0,316;0,526;0,618;0,082;0,552;0,011;0,51;0,608;0,47;0,529;0,641
"musique";0,614;0,073;0,498;0;0,62;0,602;0,553;0,553;0,563;0,649;0,667;0,156;0,54;0,548;0,639;0,509;0,566;0,671
"monstre";0,652;0,678;0,545;0,647;0,658;0,641;0,596;0,596;0;0,03;0,7;0,628;0,584;0,591;0,675;0,555;0,608;0,019
"mondial";0,112;0,643;0,498;0,608;0,103;0;0,553;0,553;0,563;0,649;0,667;0,588;0,251;0,548;0,639;0,509;0,566;0,671
"modifier";0,58;0,611;0,463;0,574;0,587;0,568;0;0,515;0,29;0,109;0,637;0,552;0,502;0,51;0,608;0,47;0,529;0,641
"ministère";0,112;0,643;0,498;0,122;0,62;0,602;0,553;0,553;0,002;0,649;0,667;0,588;0,54;0,548;0,077;0,509;0,566;0,671
"milieu";0,614;0,643;0,498;0,608;0,62;0,602;0,553;0,224;0,563;0,649;0,667;0,001;0,251;0,235;0,639;0,509;0,566;0,671
"menace";0,58;0,611;0,458;0,574;0,587;0,568;0,008;0,008;0,006;0,618;0,637;0,552;0,502;0,51;0,608;0,47;0,529;0,641
"mathématique";0,652;0,678;0,545;0,065;0,053;0,641;0,596;0,596;0,605;0,03;0,7;0,088;0,584;0,591;0,675;0,555;0,608;0,704
"manon";0,58;0,611;0,458;0,574;0,587;0,568;0,515;0,316;0,526;0,618;0,637;0,552;0,502;0;0,608;0,47;0,529;0,641
"lumière";0,652;0,678;0,545;0,065;0,658;0,641;0,596;0,596;0,121;0;0,7;0,628;0,584;0,591;0,675;0,555;0,608;0,704
"louis";0,175;0,611;0,458;0,574;0,001;0,568;0,515;0,515;0,526;0,618;0,637;0,003;0,502;0,329;0,608;0,47;0,529;0,641
"levallois";0,58;0,611;0,458;0,574;0,587;0,568;0,515;0,515;0,526;0,618;0,637;0,552;0,502;0;0,608;0,47;0,529;0,641
"leboeuf";0,58;0,611;0,458;0,574;0,587;0,568;0,515;0,515;0,526;0,618;0,637;0,552;0,502;0,51;0;0,47;0,529;0,641
"julia";0,58;0,611;0,458;0,574;0,587;0,568;0,515;0,008;0,526;0,618;0;0,552;0,502;0,51;0,608;0,47;0,529;0,641
"islamique";0,175;0,611;0,458;0,574;0,587;0,568;0,515;0,515;0,526;0,618;0,637;0,552;0,502;0;0,608;0,47;0,529;0,641
"installer";0;0,073;0,498;0,608;0,62;0,602;0,224;0,553;0,563;0,649;0,667;0,156;0,54;0,548;0,639;0,509;0,566;0,671
"inspirer";0,58;0,611;0,458;0,574;0,162;0,002;0,316;0,515;0,526;0,109;0,082;0,552;0,502;0,51;0,608;0,47;0,529;0,641
"inexplicable";0,614;0,643;0,498;0,608;0,62;0,602;0,553;0,553;0,563;0;0,667;0,588;0,54;0,548;0,639;0,509;0,566;0,671
"indiquer";0,614;0,643;0;0,608;0,62;0,132;0,224;0,553;0,563;0,649;0,667;0,588;0,54;0,548;0,639;0,509;0,566;0,671
"inde";0,58;0,611;0,463;0,187;0,587;0,2;0,008;0,515;0,526;0,618;0,637;0,232;0,502;0,51;0,608;0,47;0,529;0,641
"imaginer";0,112;0,643;0,011;0,608;0,62;0,602;0,224;0,553;0,563;0,649;0,667;0,588;0,251;0,548;0,639;0,509;0,566;0,671
"hypothèse";0,614;0,643;0,011;0;0,62;0,602;0,553;0,553;0,203;0,649;0,667;0,588;0,54;0,548;0,639;0,509;0,566;0,671
"homosexuel";0,175;0,611;0,458;0,574;0,587;0,568;0,515;0,515;0,526;0,618;0,637;0,552;0;0,329;0,608;0,47;0,529;0,641
"habitant";0;0,643;0,498;0,608;0,62;0,602;0,553;0,224;0,203;0,065;0,667;0,588;0,54;0,548;0,639;0,509;0,566;0,671
"futur";0,58;0,611;0,458;0,187;0,587;0,568;0,316;0,316;0,29;0,618;0,637;0,232;0,349;0,51;0,608;0,47;0,529;0,641
"fred";0,021;0,011;0,6;0,691;0,018;0,687;0,646;0,646;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"fr";0,175;0;0,458;0,574;0,587;0,568;0,515;0,515;0,526;0,618;0,637;0,552;0,502;0,51;0;0,47;0,529;0,641
"fondation";0,58;0,611;0,458;0,187;0,587;0,568;0,515;0,515;0,526;0,618;0,637;0,552;0,502;0;0,608;0,47;0,529;0,641
"fondateur";0,059;0,678;0,545;0,647;0,658;0,641;0,596;0,596;0,605;0,684;0,7;0;0,584;0,144;0,675;0,555;0,608;0,704
"fameux";0,175;0,611;0,458;0,187;0,587;0,568;0,515;0,316;0,29;0,618;0,637;0,552;0,011;0,51;0,608;0,47;0,529;0,641
"exposer";0;0,611;0,463;0,574;0,587;0,568;0,515;0,515;0,526;0,109;0,637;0,232;0,502;0,51;0,608;0,47;0,529;0,641
"euro";0,696;0,72;0,6;0,691;0,701;0,687;0,646;0,646;0,654;0,725;0,739;0,035;0,072;0,065;0,717;0,609;0,657;0,742
"espèce";0,175;0,611;0,027;0,574;0,587;0,568;0,008;0,316;0,526;0,618;0,637;0,552;0,502;0,51;0,608;0,47;0,529;0,641
"entendre";0,58;0,611;0,458;0,187;0,162;0,2;0,316;0,316;0,526;0,618;0,637;0,232;0,502;0,51;0,608;0,47;0,529;0,641
"enfance";0,614;0,643;0,347;0,122;0,62;0,602;0,553;0,553;0,203;0,649;0,667;0,001;0,54;0,548;0,639;0,509;0,566;0,671
"eau";0,652;0,035;0,003;0,647;0,658;0,641;0,596;0,596;0,605;0,684;0,7;0,628;0,155;0,591;0,675;0,555;0,608;0,704
"détruire";0,614;0,073;0,498;0,608;0,62;0,602;0,553;0;0,203;0,649;0,667;0,588;0,54;0,548;0,639;0,509;0,566;0,671
"droit";0,696;0,72;0,6;0,691;0,701;0,687;0,646;0,061;0,654;0,009;0,739;0,675;0,635;0,065;0,717;0,609;0,657;0,742
"dominique";0,652;0,678;0,545;0,647;0;0,641;0,136;0,596;0,605;0,684;0,7;0,088;0,584;0,591;0,675;0,555;0,608;0,704
"célèbre";0,175;0,12;0,458;0,574;0,587;0,568;0,316;0,515;0,29;0,618;0,637;0,232;0,349;0,51;0,608;0,47;0,529;0,641
"couple";0,614;0,643;0,498;0,608;0,62;0,602;0,553;0,553;0,563;0,649;0,667;0,588;0;0,548;0,639;0,509;0,566;0,671
"coup";0,614;0,643;0,498;0,608;0,62;0,602;0,553;0,553;0,203;0,649;0,667;0;0,54;0,548;0,639;0,509;0,566;0,671
"coronavirus";0,58;0,611;0,458;0,574;0,587;0,568;0,515;0,515;0,526;0,618;0,637;0,552;0,502;0;0,608;0,47;0,529;0,641
"contenir";0,175;0,611;0,458;0,574;0,587;0,002;0,008;0,515;0,526;0,618;0,637;0,552;0,502;0,329;0,608;0,47;0,529;0,641
"conséquence";0,614;0,643;0,498;0,122;0,103;0,602;0,553;0,553;0,563;0,649;0,667;0,588;0;0,548;0,639;0,509;0,566;0,671
"code";0,614;0,643;0,498;0,608;0,62;0,602;0;0,553;0,563;0,649;0,667;0,588;0,54;0,548;0,639;0,509;0,566;0,671
"coach";0,175;0,611;0,458;0,574;0,162;0,568;0,515;0,515;0,526;0,618;0,637;0,552;0;0,51;0,608;0,47;0,529;0,641
"château";0;0,611;0,458;0,574;0,587;0,568;0,515;0,515;0,29;0,618;0,637;0,552;0,502;0,51;0,608;0,47;0,529;0,641
"choix";0,614;0,643;0,498;0,608;0,103;0,602;0,553;0,553;0,563;0,649;0,667;0,588;0;0,548;0,639;0,509;0,566;0,671
"chemin";0,652;0,678;0,545;0,647;0,658;0,641;0,136;0;0,605;0,684;0,7;0,088;0,584;0,591;0,675;0,555;0,608;0,704
"chat";0;0,035;0,545;0,647;0,658;0,641;0,596;0,596;0,605;0,684;0,7;0,088;0,584;0,591;0,675;0,555;0,608;0,704
"caville";0,58;0,611;0,458;0,574;0,587;0,568;0,515;0,515;0,526;0,618;0,637;0,552;0,502;0;0,608;0,47;0,529;0,641
"capacité";0,614;0,643;0,347;0,608;0,62;0,602;0;0,553;0,203;0,649;0,667;0,588;0,54;0,548;0,639;0,509;0,566;0,671
"canular";0,58;0;0,458;0,574;0,162;0,568;0,515;0,515;0,526;0,618;0,082;0,552;0,502;0,51;0,608;0,47;0,529;0,641
"bois";0,001;0,611;0,458;0,187;0,587;0,568;0,515;0,008;0,526;0,618;0,637;0,232;0,502;0,51;0,608;0,47;0,529;0,641
"bermudes";0,652;0,678;0,545;0,647;0,658;0,641;0,596;0,596;0;0,684;0,7;0,628;0,584;0,591;0,675;0,555;0,608;0,704
"bender";0,652;0,678;0,545;0,647;0,658;0,641;0,596;0,136;0;0,684;0,7;0,628;0,584;0,591;0,675;0,555;0,608;0,019
"beaugé";0,614;0,643;0,498;0,608;0,62;0,602;0,553;0,553;0,563;0,649;0,667;0,588;0,54;0;0,639;0,509;0,566;0,671
"ballon";0,614;0,643;0,498;0,608;0,62;0,602;0,553;0,224;0,002;0,065;0,667;0,588;0,54;0,235;0,639;0,509;0,566;0,671
"aérien";0,614;0,643;0,498;0,608;0,62;0,602;0,553;0,553;0,563;0;0,667;0,588;0,251;0,548;0,639;0,509;0,566;0,671
"avouer";0,614;0,643;0,498;0,608;0,103;0,602;0,553;0,553;0,203;0,649;0,667;0,588;0;0,548;0,639;0,509;0,566;0,671
"attirer";0,58;0,12;0,458;0,574;0,587;0,568;0;0,316;0,526;0,618;0,637;0,552;0,502;0,51;0,608;0,47;0,529;0,641
"atout";0,58;0,611;0,458;0,187;0;0,568;0,316;0,515;0,29;0,618;0,637;0,552;0,502;0,51;0,608;0,47;0,529;0,641
"art";0,614;0,643;0,347;0,608;0,103;0;0,553;0,553;0,563;0,649;0,667;0,156;0,54;0,548;0,639;0,509;0,566;0,671
"armstrong";0,58;0,611;0;0,574;0,587;0,568;0,515;0,515;0,526;0,618;0,637;0,232;0,502;0,51;0,608;0,47;0,529;0,641
"armin";0,58;0,611;0,458;0,574;0,587;0,568;0,515;0,515;0,526;0,618;0,637;0,552;0,502;0;0,608;0,47;0,529;0,641
"application";0,614;0,643;0,347;0,608;0,62;0,602;0,553;0,553;0,563;0,649;0,047;0,588;0;0,548;0,639;0,509;0,566;0,671
"antenne";0,652;0,678;0,545;0,647;0,053;0,641;0,596;0,596;0,605;0,684;0,7;0,088;0,584;0,001;0,675;0,555;0,608;0,704
"afrique";0,58;0,611;0,458;0,574;0,587;0,568;0,515;0,515;0,526;0,109;0,082;0,552;0;0,51;0,608;0,47;0,529;0,641
"activité";0,614;0,643;0,347;0,608;0,62;0,602;0,224;0,224;0,563;0,065;0,667;0,588;0,251;0,548;0,639;0,509;0,566;0,671
"étonnant";0,614;0;0,498;0,608;0,62;0,602;0,553;0,002;0,203;0,649;0,667;0,588;0,54;0,548;0,639;0,509;0,566;0,671
"émettre";0,614;0,643;0;0,608;0,62;0,602;0,553;0,553;0,563;0,649;0,667;0,588;0,54;0,548;0,639;0,509;0,566;0,671
"électrique";0,696;0,72;0,6;0,691;0,701;0;0,646;0,061;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"xxe";0,652;0,678;0;0,647;0,658;0,641;0,596;0,596;0,121;0,684;0,7;0,628;0,584;0,591;0,675;0,555;0,608;0,704
"www";0,112;0,073;0,498;0,608;0,62;0,602;0,553;0,553;0,563;0,649;0,667;0;0,54;0,548;0,639;0,509;0,566;0,671
"voyager";0,652;0,678;0,23;0,065;0,658;0,641;0,596;0,596;0,605;0;0,7;0,628;0,584;0,591;0,675;0,555;0,608;0,704
"volcanique";0,614;0,643;0,347;0,608;0,103;0,132;0,002;0,553;0,563;0,649;0,667;0,588;0,54;0,548;0,639;0,509;0,566;0,671
"vitesse";0,696;0,72;0,6;0,691;0,701;0,027;0,646;0,646;0,654;0,009;0,005;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"violence";0,614;0,073;0,498;0,608;0,62;0,602;0,553;0,553;0,563;0,065;0,667;0,588;0,54;0,548;0;0,509;0,566;0,671
"vendredi";0,059;0,035;0,545;0,647;0,658;0,641;0,596;0,596;0,605;0,684;0,02;0,628;0,584;0,144;0,675;0,555;0,608;0,704
"uzeel";0,652;0,678;0,545;0,647;0,658;0,641;0,596;0,596;0,605;0,684;0,7;0,628;0,584;0;0,675;0,555;0,608;0,704
"téléphone";0,112;0,643;0,498;0;0,103;0,602;0,553;0,553;0,563;0,649;0,667;0,588;0,54;0,548;0,639;0,509;0,566;0,671
"triangle";0,652;0,678;0,545;0,647;0,658;0,641;0,596;0,596;0;0,684;0,7;0,628;0,584;0,591;0,675;0,555;0,608;0,704
"toucher";0,021;0,011;0,6;0,691;0,018;0,687;0,646;0,646;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"totalement";0,614;0,073;0,498;0,608;0,62;0,602;0,553;0,553;0,563;0,649;0,667;0,001;0,004;0,548;0,639;0,509;0,566;0,671
"thomas";0,652;0,035;0,545;0,065;0,658;0,641;0,596;0,596;0,605;0,684;0,7;0,628;0,155;0,144;0,675;0,555;0,608;0,704
"tesla";0,696;0,72;0,118;0,691;0,701;0,687;0,646;0,646;0;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"surveiller";0,652;0,678;0,545;0,647;0,658;0,641;0;0,596;0,121;0,684;0,7;0,628;0,584;0,144;0,675;0,555;0,608;0,704
"suivant";0,059;0,035;0,545;0,065;0,658;0,641;0,596;0,596;0,605;0,684;0,7;0,088;0,584;0,591;0,675;0,555;0,608;0,704
"statue";0,614;0,643;0,347;0,608;0,62;0;0,553;0,553;0,203;0,065;0,667;0,588;0,54;0,548;0,639;0,509;0,566;0,671
"spécialiser";0,652;0,678;0,545;0,065;0;0,641;0,596;0,596;0,605;0,684;0,7;0,628;0,584;0,591;0,675;0,555;0,608;0,704
"souvenir";0,059;0,035;0,545;0,065;0,658;0,641;0,596;0,136;0,605;0,684;0,7;0,628;0,584;0,591;0,675;0,555;0,608;0,704
"souffle";0,614;0,643;0,498;0,608;0,62;0,602;0,553;0,553;0,563;0,649;0,667;0,588;0,54;0;0,639;0,509;0,566;0,671
"soleil";0,652;0,678;0,23;0,065;0,658;0,641;0,596;0,136;0,121;0,684;0,7;0,628;0,584;0,591;0,675;0,555;0,608;0,704
"sol";0,652;0,678;0,23;0,647;0,658;0,641;0;0,596;0,605;0,03;0,7;0,628;0,584;0,591;0,675;0,555;0,608;0,704
"social";0,652;0,678;0,545;0,647;0,658;0,641;0,596;0,596;0,605;0,684;0,02;0;0,584;0,591;0,675;0,555;0,608;0,704
"simon";0,696;0,72;0,6;0,024;0,701;0,687;0,646;0,061;0,654;0,725;0,739;0,035;0,635;0,642;0,717;0,609;0,657;0,742
"service";0;0,678;0,23;0,647;0,658;0,641;0,596;0,596;0,605;0,684;0,02;0,628;0,584;0,591;0,675;0,555;0,608;0,704
"scène";0,614;0,643;0,011;0,608;0,103;0,602;0,553;0,224;0,563;0,065;0,667;0,588;0,54;0,548;0,639;0,509;0,566;0,671
"santé";0,652;0,678;0,545;0,647;0,053;0,641;0,596;0,596;0,605;0,684;0,02;0,628;0,001;0,591;0,675;0,555;0,608;0,704
"sacré";0,696;0,011;0,6;0,691;0,701;0,027;0,061;0,646;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"résultat";0,652;0,678;0,545;0,065;0,658;0,641;0,136;0,596;0,605;0,684;0,02;0,628;0,155;0,591;0,675;0,555;0,608;0,704
"récent";0,614;0,643;0,011;0,608;0,62;0,602;0,553;0,002;0,563;0,649;0,667;0,156;0,54;0,548;0,639;0,509;0,566;0,671
"rumeur";0,614;0,643;0,498;0,122;0,103;0,602;0,553;0,553;0,563;0;0,667;0,588;0,251;0,548;0,639;0,509;0,566;0,671
"ruine";0,652;0,678;0,545;0,647;0,658;0;0;0,596;0,605;0,684;0,7;0,628;0,584;0,591;0,675;0,555;0,608;0,704
"reporter";0,652;0,035;0,545;0,647;0,658;0,641;0,596;0,596;0,121;0,684;0,7;0,088;0,584;0,144;0,675;0,555;0,608;0,704
"reine";0,614;0,643;0,498;0,608;0,62;0,602;0,553;0,224;0;0,649;0,667;0,588;0,251;0,548;0,639;0,509;0,566;0,671
"rapidement";0,614;0,073;0,498;0,608;0,62;0,602;0,553;0,224;0,563;0,065;0,667;0,156;0,251;0,548;0,639;0,509;0,566;0,671
"ramener";0,614;0,643;0,347;0,122;0,62;0,602;0,553;0,553;0,203;0,065;0,667;0,588;0,54;0,235;0,639;0,509;0,566;0,671
"radio";0,652;0,035;0,003;0,647;0,658;0,641;0,596;0,596;0,605;0,03;0,7;0,628;0,584;0,591;0,675;0,555;0,608;0,704
"psychiatre";0,652;0,678;0,545;0,647;0,658;0,641;0,596;0,136;0,605;0,03;0,02;0,088;0,584;0,591;0,675;0,555;0,608;0,704
"pratique";0,614;0,643;0,498;0;0,62;0,602;0,553;0,553;0,203;0,649;0,047;0,588;0,251;0,548;0,639;0,509;0,566;0,671
"pléiade";0,652;0,678;0;0,647;0,658;0,072;0,596;0,596;0,605;0,684;0,7;0,628;0,584;0,591;0,675;0,555;0,608;0,704
"plante";0,614;0,643;0,498;0,122;0,62;0,602;0,553;0,553;0,563;0,065;0,047;0,001;0,54;0,548;0,639;0,509;0,566;0,671
"plage";0,614;0,643;0,498;0,608;0,103;0,602;0,553;0,553;0,563;0,649;0;0,156;0,54;0,548;0,639;0,509;0,566;0,671
"pièce";0,021;0,72;0,6;0,024;0,701;0,687;0,646;0,646;0,654;0,725;0,739;0,675;0,072;0,642;0,717;0,609;0,657;0,742
"piste";0,652;0,035;0,23;0,647;0,658;0,641;0,596;0,136;0,605;0,684;0,7;0,088;0,584;0,591;0,675;0,555;0,608;0,704
"payer";0,696;0,72;0,6;0,024;0,701;0,687;0,646;0,646;0,654;0,725;0,005;0,675;0,072;0,642;0,717;0,609;0,657;0,742
"passionner";0,696;0,72;0,6;0,691;0,701;0,687;0,646;0,061;0,654;0,725;0,005;0,675;0,072;0,642;0,717;0,609;0,657;0,742
"partisan";0,652;0,678;0,545;0,647;0,658;0,641;0,596;0,596;0;0,684;0,7;0,628;0,584;0,591;0,675;0,555;0,608;0,704
"participation";0;0;0,498;0,608;0,62;0,602;0,553;0,553;0,563;0,649;0,667;0,588;0,54;0,548;0,639;0,509;0,566;0,671
"paranormal";0,614;0,643;0,347;0,122;0,103;0,602;0,553;0,553;0,563;0,065;0,047;0,588;0,54;0,548;0,639;0,509;0,566;0,671
"original";0,652;0;0,545;0,647;0,658;0,641;0,596;0,596;0,605;0,684;0,7;0;0,584;0,591;0,675;0,555;0,608;0,704
"orient";0,614;0,643;0,498;0,608;0,62;0,602;0,553;0,553;0,563;0,649;0,667;0,588;0,54;0;0,639;0,509;0,566;0,671
"one";0,652;0,678;0,545;0;0,658;0,641;0,596;0,596;0,605;0,684;0,7;0;0,584;0,591;0,675;0,555;0,608;0,704
"onclusive";0,614;0,643;0,498;0,608;0,103;0,602;0,553;0,553;0,563;0,649;0,667;0,588;0,004;0,003;0,639;0,509;0,566;0,671
"océan";0,652;0,678;0,23;0,647;0,658;0,641;0,136;0,596;0;0,684;0,7;0,628;0,584;0,591;0,675;0,555;0,608;0,704
"novembre";0,059;0,678;0,545;0,647;0,053;0,641;0,596;0,596;0,605;0,684;0,7;0,628;0,155;0,144;0,675;0,555;0,608;0,704
"nouvel";0,614;0,643;0,498;0;0,62;0,602;0,553;0,553;0,563;0,649;0,667;0,588;0;0,548;0,639;0,509;0,566;0,671
"nature";0,652;0,678;0;0,647;0,658;0,641;0,596;0,596;0,605;0,684;0,7;0,628;0,584;0,591;0,675;0,555;0,608;0,704
