Notice;Base Id;Chaine;Annee de diff;Genre;Public;Type d emission;resume
337967.005;SA;NRJ 12;2012;Fiction;Programme jeunesse;Emission simple;"[Source iMedia]
Fry, un livreur de pizza new-yorkais, se réveille en 2999 après avoir été cryogénisé durant un millénaire. Il tente de prendre un nouveau départ.
Fry, un livreur de pizza new-yorkais, se réveille en 2999 après avoir été accidentellement cryogénisé durant un millénaire. Il tente de prendre un nouveau départ, dans un environnement peuplé d'extraterrestres et de robots."
338089.005;SA;NRJ 12;2012;Fiction;Programme jeunesse;Emission simple;"[Source iMedia]
Fry, un livreur de pizza new-yorkais, se réveille en 2999 après avoir été cryogénisé durant un millénaire. Il tente de prendre un nouveau départ.
Fry, un livreur de pizza new-yorkais, se réveille en 2999 après avoir été accidentellement cryogénisé durant un millénaire. Il tente de prendre un nouveau départ, dans un environnement peuplé d'extraterrestres et de robots."
338353.005;SA;NRJ 12;2012;Fiction;Programme jeunesse;Emission simple;"[Source iMedia]
Fry, un livreur de pizza new-yorkais, se réveille en 2999 après avoir été cryogénisé durant un millénaire. Il tente de prendre un nouveau départ.
Fry, un livreur de pizza new-yorkais, se réveille en 2999 après avoir été accidentellement cryogénisé durant un millénaire. Il tente de prendre un nouveau départ, dans un environnement peuplé d'extraterrestres et de robots."
338695.008;SA;NRJ 12;2012;Fiction;Programme jeunesse;Emission simple;"[Source iMedia]
Fry, un livreur de pizza new-yorkais, se réveille en 2999 après avoir été accidentellement cryogénisé durant un millénaire. Il tente de prendre un nouveau départ, dans un environnement peuplé d'extraterrestres et de robots."
338807.008;SA;NRJ 12;2012;Fiction;Programme jeunesse;Emission simple;"[Source iMedia]
Fry, un livreur de pizza new-yorkais, se réveille en 2999 après avoir été accidentellement cryogénisé durant un millénaire. Il tente de prendre un nouveau départ, dans un environnement peuplé d'extraterrestres et de robots."
338807.029;SA;NRJ 12;2012;Fiction;Programme jeunesse;Emission simple;"[Source iMedia]
Fry, un livreur de pizza new-yorkais, se réveille en 2999 après avoir été accidentellement cryogénisé durant un millénaire. Il tente de prendre un nouveau départ, dans un environnement peuplé d'extraterrestres et de robots."
340463.007;SA;NRJ 12;2012;Fiction;Programme jeunesse;Emission simple;"[Source iMedia]
Fry, un livreur de pizza new-yorkais, se réveille en 2999 après avoir été accidentellement cryogénisé durant un millénaire. Il tente de prendre un nouveau départ, dans un environnement peuplé d'extraterrestres et de robots."
340463.008;SA;NRJ 12;2012;Fiction;Programme jeunesse;Emission simple;"[Source iMedia]
Bender est témoin d'un crime commis par Don Bot. Bender est alors placé jusqu'au procès, dans une autre ville par le programme de protection des témoins. Don Bot est remplacé au Planet Express par le robot au pinces de la mafia pour retrouver Bender...

[Source iMedia]
Fry, un livreur de pizza new-yorkais, se réveille en 2999 après avoir été accidentellement cryogénisé durant un millénaire. Il tente de prendre un nouveau départ, dans un environnement peuplé d'extraterrestres et de robots."
340729.007;SA;NRJ 12;2012;Fiction;Programme jeunesse;Emission simple;"[Source iMedia]
Fry, un livreur de pizza new-yorkais, se réveille en 2999 après avoir été accidentellement cryogénisé durant un millénaire. Il tente de prendre un nouveau départ, dans un environnement peuplé d'extraterrestres et de robots."
340881.014;SA;Direct 8;2012;Culture connaissance;Participation du public à distance;Emission composite;"- BENOIT DUQUESNE : LE COLUMBO DU JOURNALISME
Interview du journaliste Benoît DUQUESNE. Il évoque la nouvelle formule de son émission "" Complément d'enquête "", diffusée sur France 2, et l'enquête menée pour la réaliser. Cette semaine, elle se consacre aux financements des campagnes électorales et aux trains de vie des gouvernements en France et en Allemagne.

- LES METIERS DU PARANORMAL : DON OU ESCROQUERIE ? 
Interview de Grégory NOËL, désenvouteur, à l'occasion de la diffusion d'une émission consacrée au paranormal le soir même sur Direct 8. Il évoque son travail, ses méthodes et les critiques auxquelles il fait face.

- TOP CHEF : QUE SONT-ILS DEVENUS?
Interview de Benjamin KALIFA, ancien participant de la première saison de l'émission de télé réalité Top chef, consacrée à la cuisine. Il évoque son parcours de participant à plusieurs émissions de télé réalité."
340923.006;SA;NRJ 12;2012;Fiction;Programme jeunesse;Emission simple;"[Source iMedia]
L'équipage se voit confier la mission de ramener sur Terre une statue en hommage à la première équipe de livraison de Planet Express, mystérieusement disparue dans le tétraèdre des Bermudes. Mais lors du retour, l'obsession de Leela à tuer une mystérieuse baleine de l'espace va les conduire à leur perte...

[Source iMedia]
Fry, un livreur de pizza new-yorkais, se réveille en 2999 après avoir été cryogénisé durant un millénaire. Il tente de prendre un nouveau départ.
Fry, un livreur de pizza new-yorkais, se réveille en 2999 après avoir été accidentellement cryogénisé durant un millénaire. Il tente de prendre un nouveau départ, dans un environnement peuplé d'extraterrestres et de robots."
340923.007;SA;NRJ 12;2012;Fiction;Programme jeunesse;Emission simple;"[Source iMedia]
Fry, un livreur de pizza new-yorkais, se réveille en 2999 après avoir été cryogénisé durant un millénaire. Il tente de prendre un nouveau départ.
Fry, un livreur de pizza new-yorkais, se réveille en 2999 après avoir été accidentellement cryogénisé durant un millénaire. Il tente de prendre un nouveau départ, dans un environnement peuplé d'extraterrestres et de robots.

[Source iMedia]
Fry trouve un monstre sur une planète qu'il va élever et renvoyer ensuite sur sa planète d'origine pour la repeupler..."
341021.014;SA;Direct 8;2012;Culture connaissance;Participation du public à distance;Emission composite;"KARL ZERO : IL SE MET DANS LA PEAU DE VLADIMIR POUTINE!
Interview de Karl ZERO, à l'occasion de la diffusion d'un documentaire diffusé le soir même sur Arte intitulé "" Dans la peau de Vladimir Poutine "". Réalisé avec Daisy D'ERRATA, il dresse avec ironie le portrait de l'homme politique russe.
LA FOLIE CLOCLO : IL EST PARTOUT ! 
Interview de Jérôme ANTHONY, animateur d'une nouvelle émission de télé crochet intitulée "" A la recherche du nouveau Claude François "". A cette occasion, il vient présenter le programme.
HOMOSEXUALITE : COMMENT VIT-ON AVEC DES PARENTS HOMOS ?
A l'occasion de la diffusion d'un documentaire diffusé le soir même sur Canal + intitulé ""Mes parents sont homosexuels "", un jeune homme témoigne en plateau de son enfance après avoir appris l'homosexualité de son père. La réalisatrice Andrea RAWLINS-GASTON est également interviewée."
341063.006;SA;NRJ 12;2012;Fiction;Programme jeunesse;Emission simple;"[Source iMedia]
Fry, un livreur de pizza new-yorkais, se réveille en 2999 après avoir été cryogénisé durant un millénaire. Il tente de prendre un nouveau départ.
Fry, un livreur de pizza new-yorkais, se réveille en 2999 après avoir été accidentellement cryogénisé durant un millénaire. Il tente de prendre un nouveau départ, dans un environnement peuplé d'extraterrestres et de robots."
341063.007;SA;NRJ 12;2012;Fiction;Programme jeunesse;Emission simple;"[Source iMedia]
Fry attrape un rhume qu'il transmet aux autres membres de l'équipe. Le virus ayant disparu depuis 500 ans, Planet Express est placée en quarantaine. Bender arrive à s'échapper et transmet le virus à la population de Manhattan. Le gouvernement décide alors d'éradiquer le virus en envoyant tout le quartier dans le Soleil. Fry se rappelle alors d'une expérience sur le rhume qu'il avait réalisée en 1988 pour un concours de la Nasa...

[Source iMedia]
Fry, un livreur de pizza new-yorkais, se réveille en 2999 après avoir été cryogénisé durant un millénaire. Il tente de prendre un nouveau départ.
Fry, un livreur de pizza new-yorkais, se réveille en 2999 après avoir été accidentellement cryogénisé durant un millénaire. Il tente de prendre un nouveau départ, dans un environnement peuplé d'extraterrestres et de robots."
341133.014;SA;Direct 8;2012;Culture connaissance;Participation du public à distance;Emission composite;"SPECIALE HUMOUR : LA NOUVELLE SCENE MASCULINE
Interviews des humoristes Lamine LEZGHAD, Arnaud TSAMERE et KHEIRON respectivement pour leurs spectacles "" Impeccable "" au Théatre le temple , "" Chose promise "" à l'Européen et "" Libre Education "" au Théâtre de dix heures. Ils évoquent leurs carrières et la nouvelle scène humoristique française.
COMMENT VIT-ON DANS LA PEAU D'UN AUTRE ?
Interview de Zita LOTIS-FAURE,  animatrice d'un nouvelle émission diffusée sur M6 qui s'intitule "" Zita, dans la peau de.. "" et dans laquelle elle copie le style de vie d'une personne souffrant d'addiction. Cette fois, il s'agit d'une femme obèse, elle va donc ingérer la même quantité de nourriture pendant un mois. Elle revient sur son expérience et sa vision du journalisme."
341175.006;SA;NRJ 12;2012;Fiction;Programme jeunesse;Emission simple;"[Source iMedia]
Cubert, trouvant Bender trop obsolète pour jouer à des jeux vidéo récents, décide d'optimiser le processeur du robot, commettant, par la même occasion, une entrave au contrat d'utilisation de Bender. M'man décide alors d'intenter un procès contre lui...

[Source iMedia]
Fry, un livreur de pizza new-yorkais, se réveille en 2999 après avoir été cryogénisé durant un millénaire. Il tente de prendre un nouveau départ.
Fry, un livreur de pizza new-yorkais, se réveille en 2999 après avoir été accidentellement cryogénisé durant un millénaire. Il tente de prendre un nouveau départ, dans un environnement peuplé d'extraterrestres et de robots."
341175.007;SA;NRJ 12;2012;Fiction;Programme jeunesse;Emission simple;"[Source iMedia]
Fry, un livreur de pizza new-yorkais, se réveille en 2999 après avoir été cryogénisé durant un millénaire. Il tente de prendre un nouveau départ.

Fry, un livreur de pizza new-yorkais, se réveille en 2999 après avoir été accidentellement cryogénisé durant un millénaire. Il tente de prendre un nouveau départ, dans un environnement peuplé d'extraterrestres et de robots."
343071.028;SA;NT1;2012;Culture connaissance;Déconseillé aux enfants;Emission simple;"[Source : site internet NT1]

Vous les avez remarqués à la télévision dans une télé réalité, un concours de chant ou de mannequin où ils étaient professeurs. 
Avec leurs remarques assassines et leurs coups de gueule légendaires vous les avez aimés ou détestés. Mais qui sont-ils vraiment en privé ? Comment ont-ils vécu cette expérience ? Etaient-ils préparés à devenir connu du jour au lendemain ? Ont-ils pris goût à la notoriété et surtout, à quoi ressemble leur vie depuis qu'ils sont passés à la télé ? 

  

Avec Marine Méchin : Coach émotionnel dans la Star Academy, ce professeur aux méthodes surprenantes à vite été surnommé Marine La Méchante. Elle nous reçoit chez elle dans son Château de Bretagne. Mais qu'importe ce qu'on dit sur elle, sa stratégie marche... 

  

Avec Dominique Damien : C'est à lui que l'on doit Génération Mannequin, l'un des concours les plus célèbres du paf. Si depuis 5 ans, il est à l'affût de nouveaux visages, ses coups de gueule et sa détermination l'ont amené exactement là où il voulait : être le roi des futurs mannequins... 

  

Avec Vincent Mc Doom : Celui qui a commencé comme speakerine sur Paris première, en robe longue et talons hauts, devient vite coach pour l'émission Top Model. Inculquant aux filles son sens aigüe de la mode, cet ovni du paf, mi-homme, mi-femme, a su faire de son look un véritable atout. Mais comment entretient-il son image? 


Avec Oscar Sisto : Il reste sans doute à ce jour le prof préféré des élèves de la Star Ac'. Pendant 3 ans, cet argentin a su transmettre son goût du jeu à travers des exercices bien à lui et bousculer les élèves dans le bon sens. Mais, ne supportant plus les caméras, il a choisi de s'en éloigner pour créer sa propre école de théâtre. Alors comment vit-il aujourd'hui ?"
343139.013;SA;Direct 8;2012;Culture connaissance;Participation du public à distance;Emission composite;"- Entretien avec Denis BROGNIART, animateur, à l'occasion de la diffusion prochaine du nouveau Koh Lanta, et les nouvelles règles de ce jeu.
- Entretien avec Olivier VILLA, fils de l'animateur Patrick SEBASTIEN, pour parler des difficultés d'être le parent d'une célébrité."
343315.014;SA;Direct 8;2012;Culture connaissance;Participation du public à distance;Emission composite;"- Entretien avec la comédienne Victoria ABRIL, pour la série à succès ""Clem"".
- Entretien avec Caroline BONACOSSA, journaliste à Télé 2 Semaines, à propos de l'émission ""The Voice"" sur TF1."
343383.053;SA;Gulli;2012;Fiction;Programme jeunesse;Emission simple incluse;"[Source iMedia]
Un robot extraterrestre, que même même Black et White ne peuvent pas arrêter, est en train de détruire Porkbelly et, surtout, de voler une multitude d'objets cool..."
343867.018;SA;Gulli;2012;Fiction;Programme jeunesse;Emission simple incluse;"[Source iMedia]
Aux Etats-Unis, Dan et son nouveau camarade Jake se rendent à l'Hyper-Espace Bakugan, créé par Marucho, un lieu où les enfants du monde entier viennent combattre virtuellement. Là, ils se retrouvent au coeur d'un conflit opposant deux factions extraterrestres. Dan et Jake doivent aider les Protecteurs gundaliens à vaincre des Dark Bakugan et des Douze ordres, qui attaquent la paisible planète Neathia, et désormais la Terre. En effet, ils cherchent à y entrer par la réalité virtuelle de l'Hyper-Espace Bakugan."
345555.006;SA;NRJ 12;2012;Fiction;Programme jeunesse;Emission simple;"[Source iMedia]
Fry, un livreur de pizza new-yorkais, se réveille en 2999 après avoir été cryogénisé durant un millénaire. Il tente de prendre un nouveau départ.
Fry, un livreur de pizza new-yorkais, se réveille en 2999 après avoir été accidentellement cryogénisé durant un millénaire. Il tente de prendre un nouveau départ, dans un environnement peuplé d'extraterrestres et de robots."
