no	de
3390184.001	enquête de police
3390184.001	composant électronique (implant)
3394082.001	extraterrestre
3394082.001	surnaturel
3394082.001	disparition
3394082.001	relation familiale
3394082.001	enquête de police
3394082.001	base militaire
3394095.001	extraterrestre
3394095.001	disparition
3394095.001	relation familiale
3394095.001	enquête de police
3394095.001	secret
4202382.001	Etats Unis
4202382.001	France
4202382.001	phénomène social
4202382.001	doctrine
4202382.001	secte
4202382.001	adepte
4202382.001	témoignage
4202382.001	justice
4202382.001	procès
4202382.001	tribunal correctionnel
4202382.001	escroquerie (en bande organisée)
4202382.001	Eglise de scientologie
4266650.001	espace
4266650.001	système solaire
4266650.001	recherche scientifique
4266650.001	astronomie
4266650.001	extraterrestre
4266650.001	planète Terre
4266650.001	planète (exoplanète
4266650.001	monde habitable)
3943366.001	astronomie
3943366.001	univers
3943366.001	galaxie
3943366.001	système solaire
3943366.001	planète
3943366.001	image de synthèse
3768429.001	chanteur
3768429.001	chanson
3768429.001	carrière professionnelle
3768429.001	vie privée
3510528.001	Paris
3510528.001	banlieue
3510528.001	ville
3510528.001	transport en commun
3510528.001	transport urbain
3510528.001	autobus
3510528.001	machiniste
3510528.001	voyageur
3510528.001	nuit
3748013.001	film
3748013.001	animation
3748013.001	comportement animal
3748013.001	homme
3748013.001	expérience scientifique
3748013.001	extraterrestre
5580265.001	Etats Unis
5580265.001	astronomie
5580265.001	astrophysique
5580265.001	univers
5580265.001	espace
5580265.001	recherche scientifique
5580265.001	vie
5580265.001	Nasa
4860244.001	Bugarach
4860244.001	croyance
4860244.001	superstition (prédiction)
4860244.001	fin du monde (21 décembre 2012)
4860244.001	comportement humain
4860244.001	vie quotidienne
4860244.001	habitant
6050792.001	espace
6050792.001	recherche scientifique
6050792.001	coopération technique
6050792.001	planète (Titan)
6050792.001	planète Saturne
6050792.001	sonde spatiale (Cassini Huygens)
6050792.001	photographie
5837557.001	science fiction
5837557.001	cinéma
5837557.001	pornographie
5837557.001	film
7438623.001	Maroc
7438623.001	vie rurale
7438623.001	berger
7438623.001	croyance
7438623.001	islam
7438623.001	disparition
7438623.001	extraterrestre
7978392.001	film (E.T. l'extra-terrestre)
7978392.001	science fiction
7978392.001	enfance
7978392.001	tournage
7978392.001	personnage de fiction (E.T.
7978392.001	Eliott)
7978392.001	musique de film
7978392.001	enregistrement
7978392.001	astronomie
7978392.001	extraterrestre
7978392.001	lune
7978392.001	marketing
7978392.001	produit dérivé
7978392.001	jeu vidéo
7978392.001	Spielberg Steven
7978392.001	Rambaldi Carlo
7978392.001	Williams John
5335360.001	Porto Rico
5335360.001	jungle
5335360.001	sciences de l'univers
5335360.001	astronomie
5335360.001	découverte
5335360.001	planète
5335360.001	radiotélescope
5335360.001	univers
5335360.001	recherche scientifique
4530843.001	sciences de l'univers
4530843.001	espace
4530843.001	astronomie
4530843.001	recherche scientifique
4530843.001	planète (exoplanète)
4530843.001	extraterrestre
4530843.001	télescope
7940555.001	cinéma
7940555.001	famille
7940555.001	enfance
7940555.001	science fiction
7940555.001	"film (""E.T. l'extra terrestre"")"
7940555.001	mise en scène
7940555.001	tournage
7940555.001	personnage de fiction (E.T)
7940555.001	espace
7940555.001	extraterrestre
7940555.001	festival (Cannes
7940555.001	35ème édition)
7940555.001	Spielberg Steven
7940555.001	Truffaut François
7940555.001	Barrymore Drew
7940555.001	Thomas Henry
6557939.001	fantastique
6557939.001	extraterrestre
6557939.001	cécité
6557939.001	surnaturel
6557939.001	miracle
6557939.001	non voyant
6557941.001	fantastique
6557941.001	extraterrestre
6557941.001	attaque
6557941.001	survivant
6557941.001	militaire
7020865.001	musique classique
7020865.001	composition musicale (Boléro)
7020865.001	succès
7020865.001	chorégraphie
7020865.001	ballet
7020865.001	interprétation artistique
7020865.001	adaptation d'oeuvre
7020865.001	rythme
7020865.001	musique de film
7020865.001	Ravel Maurice
41999.001	télévision
41999.001	audiovisuel
41999.001	communication
41999.001	présentateur
41999.001	journaliste
41999.001	éthique
41999.001	téléspectateur
41999.001	programme (programmation)
4916.001	jongleur
4916.001	livre (arrête ton cinéma)
4916.001	cinéma
4916.001	association (Iris Initiative)
4916.001	Réunion-département
22744.001	Nice
22744.001	ovni
22744.001	association (SOS OVNI)
22744.001	pédalo (hydrocycle)
22744.001	école (ecole de pilotage)
22744.001	baignoire
14544.001	football américain
14544.001	extraterrestre
14544.001	humour
189392.001	droit civil
189392.001	garantie (caution)
189392.001	pension alimentaire (pension compensatoire)
189392.001	ovni
189392.001	extraterrestre
139601.004	Russie
139601.004	Moscou
139601.004	extraterrestre
139601.004	ovni
139601.004	fakir
271069.001	astronomie
271069.001	ovni
9638.001	pari
9638.001	course hippique
9638.001	casino
9638.001	chance
9638.001	jeu de hasard
842.001	météorite
842.001	lac (Nouveau Québec)
842.001	Québec-province
842.001	expédition (scientifique)
842.001	chercheur
1918104.001	espace
1918104.001	astrophysique
1918104.001	planète Terre
1918104.001	météorite
1918104.001	cratère (d'impact)
1918104.001	vie
1918104.001	recherche scientifique
1918660.001	espace
1918660.001	univers
1918660.001	vie
1918660.001	extraterrestre
1918660.001	recherche scientifique
995731.002	recherche
995731.002	intelligence (Artificielle)
995731.002	vie (Artificielle)
995731.002	informatique
995731.002	robot
640108.001	espace
640108.001	astronomie
640108.001	extraterrestre
640108.001	recherche scientifique
640108.001	sonde spatiale (Mars pathfinder)
606970.001.004	sangsue
606970.001.004	explosif
606970.001.004	fusée
606970.001.004	destruction
606909.001	espace
606909.001	ovni
606909.001	extraterrestre
606909.001	document d'archives
606909.001	science fiction
819037.001	humour
819037.001	espace
819037.001	extraterrestre
819037.001	relations internationales
819037.001	complot
606970.001.002	roman photo
606970.001.002	médecin
606970.001.002	jeune fille
606970.001.006	invasion
606970.001.006	destruction
886073.001	science fiction
886073.001	cinéma
886073.001	espace
886073.001	extraterrestre
1154026.001	astronomie
1154026.001	espace
1154026.001	recherche scientifique
1154026.001	vol spatial
1154026.001	vaisseau spatial
1154026.001	futur
1154026.001	étoile (Alpha du Centaure)
1154026.001	découverte
7900860.001	adolescent
7900860.001	fête
7900860.001	extraterrestre
7900860.001	disque jockey
7900860.001	musique électronique
CPB76068452	science fiction
CPB76068452	observatoire
CPB76068452	radioastronomie
CPB76068452	communication
CPB76068452	extraterrestre
8138988.001.013	espace
8138988.001.013	astronomie
8138988.001.013	Cnes
8138988.001.013	ovni
8138988.001.013	extraterrestre
8138988.001.013	recherche scientifique
8138988.001.013	Geipan
8138988.001.013	témoignage
8138988.001.013	société
8138988.001.013	fait divers
8138988.001.013	enquête de police
8138988.001.013	disparition
8138988.001.013	mystification (canular)
8138988.001.013	années 1960
8138988.001.013	années 1990
8138988.001.013	années 1970
8138988.001.013	années 1980
CPC90000598	émission télévisée (DVLM
CPC90000598	dernière)
CPC90000598	dessinateur
CPC90000598	bande dessinée (Rank Xerox)
CPC90000598	cinéma
CPC90000598	réalisateur
CPC90000598	collectionneur
CPC90000598	collection
CPC90000598	fantastique
CPC90000598	objet
CPC90000598	artiste
CPC90000598	festival (Avoriaz)
CPC90000598	gourou (Raël)
CPC90000598	association (collectif adrénaline)
CPC90000598	taxidermie (deyrolle)
CPC90000598	film (fantastique)
CPC90000598	musée (museum d'histoire naturelle
CPC90000598	général BUFFON)
CPC90000598	art (plastique)
CPC90000598	secte (raelien)
3384746.001	extraterrestre
3384746.001	disparition
3384746.001	avion
3384746.001	famille
3384746.001	relation familiale
3384746.001	enquête de police
3384746.001	composant électronique (implant)
3384760.001	séquestration
3384760.001	enquête de police
3384760.001	testament
3384760.001	tableau
3384760.001	portrait
3384760.001	mère
3384760.001	secret
3401259.001	extraterrestre
3401259.001	disparition
3401259.001	relation familiale
3401259.001	enfant
3401259.001	militaire
3401259.001	enquête de police
150091.001	astronomie
150091.001	astrophysique
150091.001	univers
150091.001	histoire
150091.001	vie (origine de la)
150091.001	extraterrestre
150091.001	biologie (bioastronomie)
156696.001	sketch
156696.001	pastiche
152290.001	rire
152290.001	prestidigitation
152290.001	image (détournée)
152290.001	belote
1965484.001	court métrage
1965484.001	animation
1965484.001	extraterrestre
1965484.001	amour
1965484.001	jalousie
1965484.001	humour
2089923.001	recherche scientifique
2089923.001	bactérie (Nanbactérie)
2089923.001	génétique
2089923.001	ADN
2089923.001	Ray Taylor Michael
2691460.001	village
2691460.001	homme
2691460.001	extraterrestre
2691460.001	attaque
2823573.001	Antarctique
2823573.001	base scientifique
2823573.001	hiver
2823573.001	froid
2823573.001	expédition
2468495.001	extraterrestre
2468495.001	arme
2468495.001	vaisseau spatial
3009546.001	recherche scientifique
3009546.001	bactérie
3109429.001	relation parent enfant
3109429.001	enfance
3109429.001	jeune fille
3109429.001	adolescent
3109429.001	piscine
3109429.001	angoisse
3109429.001	ovni
3631215.001	Cannes
3631215.001	festival
3631215.001	cinéma
3631215.001	"film (""Bienvenue chez lz ch'tis"")"
3631215.001	politique économique
3631215.001	carburant
3631215.001	prix
3631215.001	augmentation
3631215.001	marin pêcheur
3631215.001	conflit social
3631215.001	grève
3631215.001	négociation
3401246.001	extraterrestre
3401246.001	disparition
3401246.001	relation familiale
3401246.001	enquête de police
3401246.001	militaire
3401246.001	enfant
3583736.001	France
3583736.001	Norvège
3583736.001	Chili
3583736.001	Pérou
3583736.001	Angleterre
3583736.001	Etats Unis
3583736.001	Phoenix-Arizona
3583736.001	ovni
3583736.001	armée de l'air
3583736.001	expert
3583736.001	témoignage
3583736.001	pilote d'avion
3583736.001	recherche scientifique
3583736.001	observation
3583736.001	Cnes (Geipan)
3246167.001	science
3246167.001	recherche
3246167.001	extraterrestre
3246167.001	scénario
3246167.001	planète
3246167.001	fiction
3905780.001	extraterrestre
3905780.001	ovni
3905780.001	voyage
3905780.001	aventure
3905780.001	histoire
3905780.001	humour
4363129.001	astrophysique
4363129.001	extraterrestre
4363129.001	ovni
4363129.001	recherche scientifique
4363129.001	observation
4363129.001	témoignage
4363129.001	manifestation
4363129.001	transport spatial
4358154.001	parodie
4358154.001	comédie musicale
4358154.001	science fiction
4358154.001	monstre
4358154.001	suspense
4050758.001	extraterrestre
4050758.001	enfant
4050758.001	biscotte
5615005.001	enquête de police
5615005.001	meurtre
5615005.001	femme
5615005.001	ovni
5213179.001	surnaturel (ufologie)
5213179.001	extraterrestre
5213179.001	métier (ufologue)
5213179.001	meurtre
5213179.001	enquête de police
6049711.001	Etats Unis
6049711.001	ville (Roswell)
6049711.001	histoire
6049711.001	ovni
6049711.001	témoignage
6049711.001	armée
6049711.001	militaire
6049711.001	média
6049711.001	citoyenneté
6049711.001	complot (conspirationnisme)
5944452.001	Finlande
5944452.001	extraterrestre
5944452.001	univers
5944452.001	relation parent enfant
6568422.001	guerre mondiale
6568422.001	invasion
6568422.001	extraterrestre
6568422.001	survivant
6568424.001	guerre mondiale
6568424.001	invasion
6568424.001	extraterrestre
6568424.001	survivant
6289670.001	planète
6289670.001	référendum
6289670.001	débat
6549229.001	fiction
6549229.001	fantastique
6549229.001	extraterrestre
6549229.001	cécité
6549229.001	surnaturel
6549229.001	miracle
6549231.001	fiction
6549231.001	fantastique
6549231.001	extraterrestre
6549231.001	cécité
6549231.001	surnaturel
6549231.001	miracle
5709004.001	théâtre
5709004.001	pièce de théâtre
5709004.001	personnage littéraire
5709004.001	Cyrano de Bergerac
5709004.001	interprétation artistique
5709004.001	Coquelin Constant
5709004.001	Depardieu Gérard
5709004.001	Marais Jean
5078594.001	transport spatial
5078594.001	ovni
5078594.001	extraterrestre
5078594.001	être humain
5078594.001	enlèvement
5078594.001	télépathie
5078594.001	témoignage
5078593.001	espace
5078593.001	ciel
5078593.001	transport spatial
5078593.001	ovni
5078593.001	extraterrestre
5078593.001	témoignage
5078593.001	recherche scientifique
6795508.001	cinéma
6795508.001	recherche
6795508.001	court métrage
85296.001	défense nationale
85296.001	guerre
85296.001	technologie
85296.001	armement
85296.001	espionnage
85296.001	camouflage
72771.001	émission télévisée (Parodie)
72771.001	pastiche
72771.001	mystification
72771.001	information (fausse)
72771.001	télévision
72771.001	présentateur
72771.001	fait divers
72771.001	journal (Info du monde
72771.001	off)
101764.001	lumière
151664.001	télévision
151664.001	correspondance (courrier des lecteurs)
151664.001	téléspectateur
151664.001	magazine (télé poche)
151664.001	émission télévisée (zap tualites)
63287.001	joueur (de tennis)
63287.001	ovni
1903753.001	Etats Unis
1903753.001	bande dessinée (comics)
1903753.001	jeunesse
1903753.001	interview
1903753.001	personnage de fiction
1903753.001	héros
1903753.001	science fiction
1903753.001	fantastique
1802051.001	Etats Unis
1802051.001	France
1802051.001	astronomie
1802051.001	astrophysique
1802051.001	histoire
1802051.001	ovni
1802051.001	Hynek Allen
1802051.001	extraterrestre
1289170.001	Afrique du Sud
1289170.001	cambriolage
1289170.001	enfant
1289170.001	extraterrestre
1289170.001	croyance
1171675.001	astronomie
1171675.001	éclipse
1171675.001	observation
1171675.001	passion
1171675.001	comportement humain
1171675.001	comportement animal
1171675.001	superstition
581684.001	exploration sous marine
581684.001	expédition scientifique
581684.001	rapport homme animal
1622536.001	paranoïa
1622536.001	comportement psychologique
1622536.001	témoignage
5340851.001	Etats Unis
5340851.001	Californie
5340851.001	recherche scientifique
5340851.001	extraterrestre
5340851.001	espace
5340851.001	planète
5340851.001	astronome
6795511.001	science fiction
6795511.001	extraterrestre
6795511.001	recherche
4411.001	extraterrestre
4411.001	ovni
4411.001	recherche scientifique
4411.001	témoignage
2701607.001	presse écrite
2701607.001	magazine
2701607.001	hebdomadaire (Le Nouvel Observateur)
2701607.001	anniversaire (40ème)
2701607.001	journal
2701607.001	journaliste
2701607.001	journalisme
2701607.001	pouvoir politique
2701607.001	liberté d'expression
2701607.001	indépendance
2701607.001	information
2701607.001	réunion
2701607.001	charte
8124745.001	basket ball
8124745.001	basketteur
8124745.001	championnat de France
8124745.001	championnat (NBA)
8124745.001	équipe (San Antonio Spurs
8124745.001	Metropolitans 92)
8124745.001	jeunesse
8124745.001	parcours
8124745.001	famille
8124745.001	Wembanyama Victor
121216.001	pièce de théâtre (La Visite de la vieille dame)
121216.001	répétition
121216.001	Var
121216.001	Ramatuelle
121216.001	Saint Tropez
54756.001	vie
54756.001	recherche scientifique
54756.001	astrophysique
54756.001	évolution des espèces
54756.001	adaptation
3177174.001.008	Salvador-Brésil
3177174.001.008	misère
3177174.001.008	solidarité
3177174.001.008	Brown Carlinhos
3019087.001.004	espace
3019087.001.004	Etats Unis
3019087.001.004	sonde spatiale (Stardust)
3019087.001.004	comète
3019087.001.004	retour
2816830.001.010	Paris
2816830.001.010	salle de concert (Maroquinerie)
2816830.001.010	concert
2816830.001.010	genre musical (hip hop)
2816830.001.010	musique électronique
2816830.001.010	reggae
3287516.001.006	Venezuela
3287516.001.006	village (Araya)
3287516.001.006	saline
3287516.001.006	cinéma
3287516.001.006	film (Araya)
3287516.001.006	habitant (villageois)
3287516.001.006	mode de vie
3287516.001.006	vie quotidienne
3287516.001.006	travail
3287516.001.006	progrès
3287516.001.006	échange social
2983242.001.004	Pézenas
2983242.001.004	spectacle
2983242.001.004	salle de spectacle (Station Mir)
3382853.001.007	ville (Roswell)
3382853.001.007	histoire
3382853.001.007	relations internationales (Etats Unis-URSS)
3382853.001.007	Guerre froide
3382853.001.007	espionnage
3382853.001.007	ovni
3382853.001.007	extraterrestre
3382853.001.008	science
3382853.001.008	ovni
3382853.001.008	extraterrestre
3382853.001.009	science
3382853.001.009	ovni
3382853.001.009	extraterrestre
3382853.001.004	Le Croisic
3382853.001.004	Trans en Provence
3382853.001.004	ovni
3382853.001.004	extraterrestre
3382853.001.004	Cnes
3382853.001.005	science
3382853.001.005	ovni
3382853.001.005	extraterrestre
3382853.001.006	Etats Unis
3382853.001.006	ville (Roswell)
3382853.001.006	extraterrestre
3382853.001.006	ovni
3382853.001.006	espionnage
3382853.001.006	Guerre froide
3382853.001.006	avion
620973.001.004	espace
620973.001.004	recherche scientifique
620973.001.004	astronomie
620973.001.004	extraterrestre
448552.001.005	film (Mars Attack)
448552.001.005	extraterrestre
396238.001.008	série télévisée
